block_id,display_name,category,material,variant,shape,render_bucket,alpha_mode,needs_sorting,occludes,occlusion_mode,mesh_profile,collision_kind,aabb_min,aabb_max,attach_faces,requires_support,double_sided,tex_layers,state_params,hardness_class,sound_class,flammable,requires_water,tint_mode,growth_rule_id,growth_params_json,mesh_notes,tags,display_name_zh,display_name_bi,category_zh,material_zh,variant_zh
banded_iron_tiles_pillar,banded_iron tiles pillar,geology:sedimentary_chemical,banded_iron,tiles,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_chemical;TILES;shape:pillar,banded铁砖柱,banded_iron tiles pillar / banded铁砖柱,地质/沉积chemical,banded铁,砖
banded_iron_tiles_rubble,banded_iron tiles rubble,geology:sedimentary_chemical,banded_iron,tiles,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_chemical;TILES;shape:rubble,banded铁砖碎石,banded_iron tiles rubble / banded铁砖碎石,地质/沉积chemical,banded铁,砖
banded_iron_chiseled_block,banded_iron chiseled block,geology:sedimentary_chemical,banded_iron,chiseled,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_chemical;CHISELED;shape:block,banded铁雕纹块,banded_iron chiseled block / banded铁雕纹块,地质/沉积chemical,banded铁,雕纹
banded_iron_chiseled_slab,banded_iron chiseled slab,geology:sedimentary_chemical,banded_iron,chiseled,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_chemical;CHISELED;shape:slab,banded铁雕纹半砖,banded_iron chiseled slab / banded铁雕纹半砖,地质/沉积chemical,banded铁,雕纹
banded_iron_chiseled_stairs,banded_iron chiseled stairs,geology:sedimentary_chemical,banded_iron,chiseled,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_chemical;CHISELED;shape:stairs,banded铁雕纹楼梯,banded_iron chiseled stairs / banded铁雕纹楼梯,地质/沉积chemical,banded铁,雕纹
banded_iron_chiseled_wall,banded_iron chiseled wall,geology:sedimentary_chemical,banded_iron,chiseled,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_chemical;CHISELED;shape:wall,banded铁雕纹墙,banded_iron chiseled wall / banded铁雕纹墙,地质/沉积chemical,banded铁,雕纹
banded_iron_chiseled_pillar,banded_iron chiseled pillar,geology:sedimentary_chemical,banded_iron,chiseled,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_chemical;CHISELED;shape:pillar,banded铁雕纹柱,banded_iron chiseled pillar / banded铁雕纹柱,地质/沉积chemical,banded铁,雕纹
banded_iron_chiseled_rubble,banded_iron chiseled rubble,geology:sedimentary_chemical,banded_iron,chiseled,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_chemical;CHISELED;shape:rubble,banded铁雕纹碎石,banded_iron chiseled rubble / banded铁雕纹碎石,地质/沉积chemical,banded铁,雕纹
slate_raw_block,slate raw block,geology:metamorphic,slate,raw,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;RAW;shape:block,板岩粗块,slate raw block / 板岩粗块,地质/变质,板岩,粗
slate_raw_slab,slate raw slab,geology:metamorphic,slate,raw,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;RAW;shape:slab,板岩粗半砖,slate raw slab / 板岩粗半砖,地质/变质,板岩,粗
slate_raw_stairs,slate raw stairs,geology:metamorphic,slate,raw,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;RAW;shape:stairs,板岩粗楼梯,slate raw stairs / 板岩粗楼梯,地质/变质,板岩,粗
slate_raw_wall,slate raw wall,geology:metamorphic,slate,raw,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;RAW;shape:wall,板岩粗墙,slate raw wall / 板岩粗墙,地质/变质,板岩,粗
slate_raw_pillar,slate raw pillar,geology:metamorphic,slate,raw,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;RAW;shape:pillar,板岩粗柱,slate raw pillar / 板岩粗柱,地质/变质,板岩,粗
slate_raw_rubble,slate raw rubble,geology:metamorphic,slate,raw,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;RAW;shape:rubble,板岩粗碎石,slate raw rubble / 板岩粗碎石,地质/变质,板岩,粗
slate_fractured_block,slate fractured block,geology:metamorphic,slate,fractured,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;FRACTURED;shape:block,板岩破碎块,slate fractured block / 板岩破碎块,地质/变质,板岩,破碎
slate_fractured_slab,slate fractured slab,geology:metamorphic,slate,fractured,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;FRACTURED;shape:slab,板岩破碎半砖,slate fractured slab / 板岩破碎半砖,地质/变质,板岩,破碎
slate_fractured_stairs,slate fractured stairs,geology:metamorphic,slate,fractured,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;FRACTURED;shape:stairs,板岩破碎楼梯,slate fractured stairs / 板岩破碎楼梯,地质/变质,板岩,破碎
slate_fractured_wall,slate fractured wall,geology:metamorphic,slate,fractured,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;FRACTURED;shape:wall,板岩破碎墙,slate fractured wall / 板岩破碎墙,地质/变质,板岩,破碎
slate_fractured_pillar,slate fractured pillar,geology:metamorphic,slate,fractured,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;FRACTURED;shape:pillar,板岩破碎柱,slate fractured pillar / 板岩破碎柱,地质/变质,板岩,破碎
slate_fractured_rubble,slate fractured rubble,geology:metamorphic,slate,fractured,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;FRACTURED;shape:rubble,板岩破碎碎石,slate fractured rubble / 板岩破碎碎石,地质/变质,板岩,破碎
slate_weathered_block,slate weathered block,geology:metamorphic,slate,weathered,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;WEATHERED;shape:block,板岩weathered块,slate weathered block / 板岩weathered块,地质/变质,板岩,
slate_weathered_slab,slate weathered slab,geology:metamorphic,slate,weathered,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;WEATHERED;shape:slab,板岩weathered半砖,slate weathered slab / 板岩weathered半砖,地质/变质,板岩,
slate_weathered_stairs,slate weathered stairs,geology:metamorphic,slate,weathered,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;WEATHERED;shape:stairs,板岩weathered楼梯,slate weathered stairs / 板岩weathered楼梯,地质/变质,板岩,
slate_weathered_wall,slate weathered wall,geology:metamorphic,slate,weathered,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;WEATHERED;shape:wall,板岩weathered墙,slate weathered wall / 板岩weathered墙,地质/变质,板岩,
slate_weathered_pillar,slate weathered pillar,geology:metamorphic,slate,weathered,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;WEATHERED;shape:pillar,板岩weathered柱,slate weathered pillar / 板岩weathered柱,地质/变质,板岩,
slate_weathered_rubble,slate weathered rubble,geology:metamorphic,slate,weathered,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;WEATHERED;shape:rubble,板岩weathered碎石,slate weathered rubble / 板岩weathered碎石,地质/变质,板岩,
slate_cobbled_block,slate cobbled block,geology:metamorphic,slate,cobbled,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;COBBLED;shape:block,板岩圆石块,slate cobbled block / 板岩圆石块,地质/变质,板岩,圆石
slate_cobbled_slab,slate cobbled slab,geology:metamorphic,slate,cobbled,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;COBBLED;shape:slab,板岩圆石半砖,slate cobbled slab / 板岩圆石半砖,地质/变质,板岩,圆石
slate_cobbled_stairs,slate cobbled stairs,geology:metamorphic,slate,cobbled,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;COBBLED;shape:stairs,板岩圆石楼梯,slate cobbled stairs / 板岩圆石楼梯,地质/变质,板岩,圆石
slate_cobbled_wall,slate cobbled wall,geology:metamorphic,slate,cobbled,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;COBBLED;shape:wall,板岩圆石墙,slate cobbled wall / 板岩圆石墙,地质/变质,板岩,圆石
slate_cobbled_pillar,slate cobbled pillar,geology:metamorphic,slate,cobbled,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;COBBLED;shape:pillar,板岩圆石柱,slate cobbled pillar / 板岩圆石柱,地质/变质,板岩,圆石
slate_cobbled_rubble,slate cobbled rubble,geology:metamorphic,slate,cobbled,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;COBBLED;shape:rubble,板岩圆石碎石,slate cobbled rubble / 板岩圆石碎石,地质/变质,板岩,圆石
slate_polished_block,slate polished block,geology:metamorphic,slate,polished,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;POLISHED;shape:block,板岩抛光块,slate polished block / 板岩抛光块,地质/变质,板岩,抛光
slate_polished_slab,slate polished slab,geology:metamorphic,slate,polished,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;POLISHED;shape:slab,板岩抛光半砖,slate polished slab / 板岩抛光半砖,地质/变质,板岩,抛光
slate_polished_stairs,slate polished stairs,geology:metamorphic,slate,polished,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;POLISHED;shape:stairs,板岩抛光楼梯,slate polished stairs / 板岩抛光楼梯,地质/变质,板岩,抛光
slate_polished_wall,slate polished wall,geology:metamorphic,slate,polished,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;POLISHED;shape:wall,板岩抛光墙,slate polished wall / 板岩抛光墙,地质/变质,板岩,抛光
slate_polished_pillar,slate polished pillar,geology:metamorphic,slate,polished,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;POLISHED;shape:pillar,板岩抛光柱,slate polished pillar / 板岩抛光柱,地质/变质,板岩,抛光
slate_polished_rubble,slate polished rubble,geology:metamorphic,slate,polished,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;POLISHED;shape:rubble,板岩抛光碎石,slate polished rubble / 板岩抛光碎石,地质/变质,板岩,抛光
slate_bricks_block,slate bricks block,geology:metamorphic,slate,bricks,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;BRICKS;shape:block,板岩砖块,slate bricks block / 板岩砖块,地质/变质,板岩,砖
slate_bricks_slab,slate bricks slab,geology:metamorphic,slate,bricks,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;BRICKS;shape:slab,板岩砖半砖,slate bricks slab / 板岩砖半砖,地质/变质,板岩,砖
slate_bricks_stairs,slate bricks stairs,geology:metamorphic,slate,bricks,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;BRICKS;shape:stairs,板岩砖楼梯,slate bricks stairs / 板岩砖楼梯,地质/变质,板岩,砖
slate_bricks_wall,slate bricks wall,geology:metamorphic,slate,bricks,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;BRICKS;shape:wall,板岩砖墙,slate bricks wall / 板岩砖墙,地质/变质,板岩,砖
slate_bricks_pillar,slate bricks pillar,geology:metamorphic,slate,bricks,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;BRICKS;shape:pillar,板岩砖柱,slate bricks pillar / 板岩砖柱,地质/变质,板岩,砖
slate_bricks_rubble,slate bricks rubble,geology:metamorphic,slate,bricks,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;BRICKS;shape:rubble,板岩砖碎石,slate bricks rubble / 板岩砖碎石,地质/变质,板岩,砖
slate_tiles_block,slate tiles block,geology:metamorphic,slate,tiles,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;TILES;shape:block,板岩砖块,slate tiles block / 板岩砖块,地质/变质,板岩,砖
slate_tiles_slab,slate tiles slab,geology:metamorphic,slate,tiles,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;TILES;shape:slab,板岩砖半砖,slate tiles slab / 板岩砖半砖,地质/变质,板岩,砖
slate_tiles_stairs,slate tiles stairs,geology:metamorphic,slate,tiles,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;TILES;shape:stairs,板岩砖楼梯,slate tiles stairs / 板岩砖楼梯,地质/变质,板岩,砖
slate_tiles_wall,slate tiles wall,geology:metamorphic,slate,tiles,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;TILES;shape:wall,板岩砖墙,slate tiles wall / 板岩砖墙,地质/变质,板岩,砖
slate_tiles_pillar,slate tiles pillar,geology:metamorphic,slate,tiles,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;TILES;shape:pillar,板岩砖柱,slate tiles pillar / 板岩砖柱,地质/变质,板岩,砖
slate_tiles_rubble,slate tiles rubble,geology:metamorphic,slate,tiles,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;TILES;shape:rubble,板岩砖碎石,slate tiles rubble / 板岩砖碎石,地质/变质,板岩,砖
slate_chiseled_block,slate chiseled block,geology:metamorphic,slate,chiseled,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;CHISELED;shape:block,板岩雕纹块,slate chiseled block / 板岩雕纹块,地质/变质,板岩,雕纹
slate_chiseled_slab,slate chiseled slab,geology:metamorphic,slate,chiseled,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;CHISELED;shape:slab,板岩雕纹半砖,slate chiseled slab / 板岩雕纹半砖,地质/变质,板岩,雕纹
slate_chiseled_stairs,slate chiseled stairs,geology:metamorphic,slate,chiseled,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;CHISELED;shape:stairs,板岩雕纹楼梯,slate chiseled stairs / 板岩雕纹楼梯,地质/变质,板岩,雕纹
slate_chiseled_wall,slate chiseled wall,geology:metamorphic,slate,chiseled,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;CHISELED;shape:wall,板岩雕纹墙,slate chiseled wall / 板岩雕纹墙,地质/变质,板岩,雕纹
slate_chiseled_pillar,slate chiseled pillar,geology:metamorphic,slate,chiseled,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;CHISELED;shape:pillar,板岩雕纹柱,slate chiseled pillar / 板岩雕纹柱,地质/变质,板岩,雕纹
slate_chiseled_rubble,slate chiseled rubble,geology:metamorphic,slate,chiseled,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;CHISELED;shape:rubble,板岩雕纹碎石,slate chiseled rubble / 板岩雕纹碎石,地质/变质,板岩,雕纹
phyllite_raw_block,phyllite raw block,geology:metamorphic,phyllite,raw,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;RAW;shape:block,phyllite粗块,phyllite raw block / phyllite粗块,地质/变质,,粗
phyllite_raw_slab,phyllite raw slab,geology:metamorphic,phyllite,raw,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;RAW;shape:slab,phyllite粗半砖,phyllite raw slab / phyllite粗半砖,地质/变质,,粗
phyllite_raw_stairs,phyllite raw stairs,geology:metamorphic,phyllite,raw,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;RAW;shape:stairs,phyllite粗楼梯,phyllite raw stairs / phyllite粗楼梯,地质/变质,,粗
phyllite_raw_wall,phyllite raw wall,geology:metamorphic,phyllite,raw,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;RAW;shape:wall,phyllite粗墙,phyllite raw wall / phyllite粗墙,地质/变质,,粗
phyllite_raw_pillar,phyllite raw pillar,geology:metamorphic,phyllite,raw,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;RAW;shape:pillar,phyllite粗柱,phyllite raw pillar / phyllite粗柱,地质/变质,,粗
phyllite_raw_rubble,phyllite raw rubble,geology:metamorphic,phyllite,raw,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;RAW;shape:rubble,phyllite粗碎石,phyllite raw rubble / phyllite粗碎石,地质/变质,,粗
phyllite_fractured_block,phyllite fractured block,geology:metamorphic,phyllite,fractured,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;FRACTURED;shape:block,phyllite破碎块,phyllite fractured block / phyllite破碎块,地质/变质,,破碎
phyllite_fractured_slab,phyllite fractured slab,geology:metamorphic,phyllite,fractured,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;FRACTURED;shape:slab,phyllite破碎半砖,phyllite fractured slab / phyllite破碎半砖,地质/变质,,破碎
phyllite_fractured_stairs,phyllite fractured stairs,geology:metamorphic,phyllite,fractured,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;FRACTURED;shape:stairs,phyllite破碎楼梯,phyllite fractured stairs / phyllite破碎楼梯,地质/变质,,破碎
phyllite_fractured_wall,phyllite fractured wall,geology:metamorphic,phyllite,fractured,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;FRACTURED;shape:wall,phyllite破碎墙,phyllite fractured wall / phyllite破碎墙,地质/变质,,破碎
phyllite_fractured_pillar,phyllite fractured pillar,geology:metamorphic,phyllite,fractured,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;FRACTURED;shape:pillar,phyllite破碎柱,phyllite fractured pillar / phyllite破碎柱,地质/变质,,破碎
phyllite_fractured_rubble,phyllite fractured rubble,geology:metamorphic,phyllite,fractured,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;FRACTURED;shape:rubble,phyllite破碎碎石,phyllite fractured rubble / phyllite破碎碎石,地质/变质,,破碎
phyllite_weathered_block,phyllite weathered block,geology:metamorphic,phyllite,weathered,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;WEATHERED;shape:block,phylliteweathered块,phyllite weathered block / phylliteweathered块,地质/变质,,
