block_id,display_name,category,material,variant,shape,render_bucket,alpha_mode,needs_sorting,occludes,occlusion_mode,mesh_profile,collision_kind,aabb_min,aabb_max,attach_faces,requires_support,double_sided,tex_layers,state_params,hardness_class,sound_class,flammable,requires_water,tint_mode,growth_rule_id,growth_params_json,mesh_notes,tags
phyllite_raw_block,phyllite raw block,geology:metamorphic,phyllite,raw,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;RAW;shape:block
phyllite_raw_slab,phyllite raw slab,geology:metamorphic,phyllite,raw,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;RAW;shape:slab
phyllite_raw_stairs,phyllite raw stairs,geology:metamorphic,phyllite,raw,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;RAW;shape:stairs
phyllite_raw_wall,phyllite raw wall,geology:metamorphic,phyllite,raw,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;RAW;shape:wall
phyllite_raw_pillar,phyllite raw pillar,geology:metamorphic,phyllite,raw,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;RAW;shape:pillar
phyllite_raw_rubble,phyllite raw rubble,geology:metamorphic,phyllite,raw,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;RAW;shape:rubble
phyllite_fractured_block,phyllite fractured block,geology:metamorphic,phyllite,fractured,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;FRACTURED;shape:block
phyllite_fractured_slab,phyllite fractured slab,geology:metamorphic,phyllite,fractured,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;FRACTURED;shape:slab
phyllite_fractured_stairs,phyllite fractured stairs,geology:metamorphic,phyllite,fractured,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;FRACTURED;shape:stairs
phyllite_fractured_wall,phyllite fractured wall,geology:metamorphic,phyllite,fractured,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;FRACTURED;shape:wall
phyllite_fractured_pillar,phyllite fractured pillar,geology:metamorphic,phyllite,fractured,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;FRACTURED;shape:pillar
phyllite_fractured_rubble,phyllite fractured rubble,geology:metamorphic,phyllite,fractured,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;FRACTURED;shape:rubble
phyllite_weathered_block,phyllite weathered block,geology:metamorphic,phyllite,weathered,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;WEATHERED;shape:block
phyllite_weathered_slab,phyllite weathered slab,geology:metamorphic,phyllite,weathered,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;WEATHERED;shape:slab
phyllite_weathered_stairs,phyllite weathered stairs,geology:metamorphic,phyllite,weathered,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;WEATHERED;shape:stairs
phyllite_weathered_wall,phyllite weathered wall,geology:metamorphic,phyllite,weathered,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;WEATHERED;shape:wall
phyllite_weathered_pillar,phyllite weathered pillar,geology:metamorphic,phyllite,weathered,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;WEATHERED;shape:pillar
phyllite_weathered_rubble,phyllite weathered rubble,geology:metamorphic,phyllite,weathered,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;WEATHERED;shape:rubble
phyllite_cobbled_block,phyllite cobbled block,geology:metamorphic,phyllite,cobbled,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;COBBLED;shape:block
phyllite_cobbled_slab,phyllite cobbled slab,geology:metamorphic,phyllite,cobbled,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;COBBLED;shape:slab
phyllite_cobbled_stairs,phyllite cobbled stairs,geology:metamorphic,phyllite,cobbled,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;COBBLED;shape:stairs
phyllite_cobbled_wall,phyllite cobbled wall,geology:metamorphic,phyllite,cobbled,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;COBBLED;shape:wall
phyllite_cobbled_pillar,phyllite cobbled pillar,geology:metamorphic,phyllite,cobbled,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;COBBLED;shape:pillar
phyllite_cobbled_rubble,phyllite cobbled rubble,geology:metamorphic,phyllite,cobbled,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;COBBLED;shape:rubble
phyllite_polished_block,phyllite polished block,geology:metamorphic,phyllite,polished,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;POLISHED;shape:block
phyllite_polished_slab,phyllite polished slab,geology:metamorphic,phyllite,polished,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;POLISHED;shape:slab
phyllite_polished_stairs,phyllite polished stairs,geology:metamorphic,phyllite,polished,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;POLISHED;shape:stairs
phyllite_polished_wall,phyllite polished wall,geology:metamorphic,phyllite,polished,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;POLISHED;shape:wall
phyllite_polished_pillar,phyllite polished pillar,geology:metamorphic,phyllite,polished,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;POLISHED;shape:pillar
phyllite_polished_rubble,phyllite polished rubble,geology:metamorphic,phyllite,polished,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;POLISHED;shape:rubble
phyllite_bricks_block,phyllite bricks block,geology:metamorphic,phyllite,bricks,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;BRICKS;shape:block
phyllite_bricks_slab,phyllite bricks slab,geology:metamorphic,phyllite,bricks,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;BRICKS;shape:slab
phyllite_bricks_stairs,phyllite bricks stairs,geology:metamorphic,phyllite,bricks,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;BRICKS;shape:stairs
phyllite_bricks_wall,phyllite bricks wall,geology:metamorphic,phyllite,bricks,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;BRICKS;shape:wall
phyllite_bricks_pillar,phyllite bricks pillar,geology:metamorphic,phyllite,bricks,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;BRICKS;shape:pillar
phyllite_bricks_rubble,phyllite bricks rubble,geology:metamorphic,phyllite,bricks,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;BRICKS;shape:rubble
phyllite_tiles_block,phyllite tiles block,geology:metamorphic,phyllite,tiles,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;TILES;shape:block
phyllite_tiles_slab,phyllite tiles slab,geology:metamorphic,phyllite,tiles,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;TILES;shape:slab
phyllite_tiles_stairs,phyllite tiles stairs,geology:metamorphic,phyllite,tiles,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;TILES;shape:stairs
phyllite_tiles_wall,phyllite tiles wall,geology:metamorphic,phyllite,tiles,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;TILES;shape:wall
phyllite_tiles_pillar,phyllite tiles pillar,geology:metamorphic,phyllite,tiles,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;TILES;shape:pillar
phyllite_tiles_rubble,phyllite tiles rubble,geology:metamorphic,phyllite,tiles,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;TILES;shape:rubble
phyllite_chiseled_block,phyllite chiseled block,geology:metamorphic,phyllite,chiseled,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;CHISELED;shape:block
phyllite_chiseled_slab,phyllite chiseled slab,geology:metamorphic,phyllite,chiseled,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;CHISELED;shape:slab
phyllite_chiseled_stairs,phyllite chiseled stairs,geology:metamorphic,phyllite,chiseled,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;CHISELED;shape:stairs
phyllite_chiseled_wall,phyllite chiseled wall,geology:metamorphic,phyllite,chiseled,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;CHISELED;shape:wall
phyllite_chiseled_pillar,phyllite chiseled pillar,geology:metamorphic,phyllite,chiseled,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;CHISELED;shape:pillar
phyllite_chiseled_rubble,phyllite chiseled rubble,geology:metamorphic,phyllite,chiseled,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;CHISELED;shape:rubble
schist_raw_block,schist raw block,geology:metamorphic,schist,raw,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;RAW;shape:block
schist_raw_slab,schist raw slab,geology:metamorphic,schist,raw,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;RAW;shape:slab
schist_raw_stairs,schist raw stairs,geology:metamorphic,schist,raw,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;RAW;shape:stairs
schist_raw_wall,schist raw wall,geology:metamorphic,schist,raw,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;RAW;shape:wall
schist_raw_pillar,schist raw pillar,geology:metamorphic,schist,raw,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;RAW;shape:pillar
schist_raw_rubble,schist raw rubble,geology:metamorphic,schist,raw,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;RAW;shape:rubble
schist_fractured_block,schist fractured block,geology:metamorphic,schist,fractured,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;FRACTURED;shape:block
schist_fractured_slab,schist fractured slab,geology:metamorphic,schist,fractured,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;FRACTURED;shape:slab
schist_fractured_stairs,schist fractured stairs,geology:metamorphic,schist,fractured,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;FRACTURED;shape:stairs
schist_fractured_wall,schist fractured wall,geology:metamorphic,schist,fractured,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;FRACTURED;shape:wall
schist_fractured_pillar,schist fractured pillar,geology:metamorphic,schist,fractured,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;FRACTURED;shape:pillar
schist_fractured_rubble,schist fractured rubble,geology:metamorphic,schist,fractured,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;FRACTURED;shape:rubble
schist_weathered_block,schist weathered block,geology:metamorphic,schist,weathered,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;WEATHERED;shape:block
schist_weathered_slab,schist weathered slab,geology:metamorphic,schist,weathered,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;WEATHERED;shape:slab
schist_weathered_stairs,schist weathered stairs,geology:metamorphic,schist,weathered,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;WEATHERED;shape:stairs
schist_weathered_wall,schist weathered wall,geology:metamorphic,schist,weathered,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;WEATHERED;shape:wall
schist_weathered_pillar,schist weathered pillar,geology:metamorphic,schist,weathered,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;WEATHERED;shape:pillar
schist_weathered_rubble,schist weathered rubble,geology:metamorphic,schist,weathered,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;WEATHERED;shape:rubble
schist_cobbled_block,schist cobbled block,geology:metamorphic,schist,cobbled,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;COBBLED;shape:block
schist_cobbled_slab,schist cobbled slab,geology:metamorphic,schist,cobbled,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;COBBLED;shape:slab
schist_cobbled_stairs,schist cobbled stairs,geology:metamorphic,schist,cobbled,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;COBBLED;shape:stairs
schist_cobbled_wall,schist cobbled wall,geology:metamorphic,schist,cobbled,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;COBBLED;shape:wall
schist_cobbled_pillar,schist cobbled pillar,geology:metamorphic,schist,cobbled,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;COBBLED;shape:pillar
schist_cobbled_rubble,schist cobbled rubble,geology:metamorphic,schist,cobbled,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;COBBLED;shape:rubble
schist_polished_block,schist polished block,geology:metamorphic,schist,polished,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;POLISHED;shape:block
schist_polished_slab,schist polished slab,geology:metamorphic,schist,polished,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;POLISHED;shape:slab
schist_polished_stairs,schist polished stairs,geology:metamorphic,schist,polished,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;POLISHED;shape:stairs
schist_polished_wall,schist polished wall,geology:metamorphic,schist,polished,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;POLISHED;shape:wall
schist_polished_pillar,schist polished pillar,geology:metamorphic,schist,polished,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;POLISHED;shape:pillar
schist_polished_rubble,schist polished rubble,geology:metamorphic,schist,polished,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;POLISHED;shape:rubble
schist_bricks_block,schist bricks block,geology:metamorphic,schist,bricks,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;BRICKS;shape:block
schist_bricks_slab,schist bricks slab,geology:metamorphic,schist,bricks,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;BRICKS;shape:slab
schist_bricks_stairs,schist bricks stairs,geology:metamorphic,schist,bricks,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;BRICKS;shape:stairs
schist_bricks_wall,schist bricks wall,geology:metamorphic,schist,bricks,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;BRICKS;shape:wall
schist_bricks_pillar,schist bricks pillar,geology:metamorphic,schist,bricks,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:metamorphic;BRICKS;shape:pillar
schist_bricks_rubble,schist bricks rubble,geology:metamorphic,schist,bricks,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:metamorphic;BRICKS;shape:rubble
schist_tiles_block,schist tiles block,geology:metamorphic,schist,tiles,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:metamorphic;TILES;shape:block
schist_tiles_slab,schist tiles slab,geology:metamorphic,schist,tiles,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:metamorphic;TILES;shape:slab
schist_tiles_stairs,schist tiles stairs,geology:metamorphic,schist,tiles,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:metamorphic;TILES;shape:stairs
schist_tiles_wall,schist tiles wall,geology:metamorphic,schist,tiles,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:metamorphic;TILES;shape:wall
